person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_label,loan_id,rate_was_missing,int_rate_filling,income_band,age_band,person_emp_length_band,loan_to_income_band
24,51996,MORTGAGE,0,PERSONAL,B,12000,10.74,0,0.23,No,3,Non Default,7140,0,10.74,3. 50k-75k,1. Under 25,2. Under 1 yrs,3. 20-30%
25,67000,RENT,3,EDUCATION,A,7000,8.94,0,0.1,No,4,Non Default,7141,0,8.94,3. 50k-75k,2. 25-29,4. 3-5yrs,1. 0-10%
25,45996,MORTGAGE,9,HOME IMPROVEMENT,C,11000,12.68,1,0.24,No,2,Default,7142,0,12.68,2. 30k-50k,2. 25-29,5. 6-9 yrs,3. 20-30%
26,67550,RENT,3,MEDICAL,A,7000,8.9,0,0.1,No,2,Non Default,7143,0,8.9,3. 50k-75k,2. 25-29,4. 3-5yrs,1. 0-10%
23,67752,RENT,3,EDUCATION,A,7000,6.62,0,0.1,No,4,Non Default,7144,0,6.62,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
22,51996,OWN,6,VENTURE,C,8400,12.98,0,0.16,Yes,4,Non Default,7145,0,12.98,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
23,68700,RENT,2,VENTURE,C,7000,12.53,0,0.1,No,4,Non Default,7146,0,12.53,3. 50k-75k,1. Under 25,3. 1-2 yrs,1. 0-10%
25,69500,RENT,7,MEDICAL,C,7000,10.78,0,0.1,Yes,3,Non Default,7147,0,10.78,3. 50k-75k,2. 25-29,5. 6-9 yrs,1. 0-10%
22,54400,RENT,2,MEDICAL,E,7000,,1,0.11,Yes,2,Default,7148,1,16.82,3. 50k-75k,1. Under 25,3. 1-2 yrs,2. 10-20%
25,51996,MORTGAGE,6,VENTURE,C,7000,,0,0.13,No,3,Non Default,7149,1,13.48,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
25,70000,RENT,2,MEDICAL,C,7000,13.79,0,0.1,Yes,3,Non Default,7150,0,13.79,3. 50k-75k,2. 25-29,3. 1-2 yrs,1. 0-10%
22,51996,MORTGAGE,6,PERSONAL,A,6000,7.88,0,0.12,No,4,Non Default,7151,0,7.88,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
25,70356,RENT,8,HOME IMPROVEMENT,A,7000,7.29,0,0.1,No,4,Non Default,7152,0,7.29,3. 50k-75k,2. 25-29,5. 6-9 yrs,1. 0-10%
22,51996,OWN,7,VENTURE,B,6000,10.75,0,0.12,No,2,Non Default,7153,0,10.75,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
22,51996,MORTGAGE,6,EDUCATION,A,9600,7.14,0,0.18,No,4,Non Default,7154,0,7.14,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
23,72000,RENT,0,MEDICAL,A,7000,7.9,0,0.1,No,2,Non Default,7155,0,7.9,3. 50k-75k,1. Under 25,2. Under 1 yrs,1. 0-10%
23,72000,RENT,7,EDUCATION,C,7000,13.11,0,0.1,Yes,4,Non Default,7156,0,13.11,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
26,72000,RENT,8,PERSONAL,A,7000,9.32,0,0.1,No,2,Non Default,7157,0,9.32,3. 50k-75k,2. 25-29,5. 6-9 yrs,1. 0-10%
23,66348,RENT,0,VENTURE,E,7000,17.04,1,0.11,No,4,Default,7158,0,17.04,3. 50k-75k,1. Under 25,2. Under 1 yrs,2. 10-20%
21,45996,MORTGAGE,2,EDUCATION,C,17000,13.16,1,0.37,Yes,4,Default,7159,0,13.16,2. 30k-50k,1. Under 25,3. 1-2 yrs,4. 30-40%
25,72700,RENT,4,HOME IMPROVEMENT,D,7000,14.84,0,0.1,Yes,2,Non Default,7160,0,14.84,3. 50k-75k,2. 25-29,4. 3-5yrs,1. 0-10%
26,51996,MORTGAGE,10,PERSONAL,B,1500,9.7,0,0.03,No,3,Non Default,7161,0,9.7,3. 50k-75k,2. 25-29,6. 10+,1. 0-10%
23,75000,RENT,2,PERSONAL,B,7000,6,0,0.09,No,3,Non Default,7162,0,6,4. 75k-100k,1. Under 25,3. 1-2 yrs,1. 0-10%
26,75000,RENT,0,DEBT CONSOLIDATION,A,7000,8.9,0,0.09,No,4,Non Default,7163,0,8.9,4. 75k-100k,2. 25-29,2. Under 1 yrs,1. 0-10%
25,75000,RENT,4,MEDICAL,A,7000,7.49,0,0.09,No,2,Non Default,7164,0,7.49,4. 75k-100k,2. 25-29,4. 3-5yrs,1. 0-10%
24,75000,RENT,2,HOME IMPROVEMENT,B,7000,10.74,0,0.09,No,3,Non Default,7165,0,10.74,4. 75k-100k,1. Under 25,3. 1-2 yrs,1. 0-10%
23,46000,MORTGAGE,5,PERSONAL,B,9500,12.69,1,0.21,No,4,Default,7166,0,12.69,2. 30k-50k,1. Under 25,4. 3-5yrs,3. 20-30%
22,75000,RENT,5,EDUCATION,B,7000,10.99,0,0.09,No,2,Non Default,7167,0,10.99,4. 75k-100k,1. Under 25,4. 3-5yrs,1. 0-10%
22,52000,MORTGAGE,6,VENTURE,A,12000,6.62,0,0.23,No,3,Non Default,7168,0,6.62,3. 50k-75k,1. Under 25,5. 6-9 yrs,3. 20-30%
23,75800,RENT,0,PERSONAL,A,7000,6.54,0,0.09,No,2,Non Default,7169,0,6.54,4. 75k-100k,1. Under 25,2. Under 1 yrs,1. 0-10%
22,76000,RENT,6,EDUCATION,B,7000,11.12,0,0.09,No,2,Non Default,7170,0,11.12,4. 75k-100k,1. Under 25,5. 6-9 yrs,1. 0-10%
22,52000,MORTGAGE,5,EDUCATION,A,6000,7.9,0,0.12,No,4,Non Default,7171,0,7.9,3. 50k-75k,1. Under 25,4. 3-5yrs,2. 10-20%
24,78300,RENT,2,VENTURE,A,7000,6.03,0,0.09,No,3,Non Default,7172,0,6.03,4. 75k-100k,1. Under 25,3. 1-2 yrs,1. 0-10%
24,52000,MORTGAGE,2,EDUCATION,B,18000,11.71,0,0.35,No,3,Non Default,7173,0,11.71,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
24,79000,RENT,3,PERSONAL,C,7000,12.54,0,0.09,No,3,Non Default,7174,0,12.54,4. 75k-100k,1. Under 25,4. 3-5yrs,1. 0-10%
22,80000,RENT,4,DEBT CONSOLIDATION,A,7000,6.62,0,0.09,No,3,Non Default,7175,0,6.62,4. 75k-100k,1. Under 25,4. 3-5yrs,1. 0-10%
23,74000,RENT,7,HOME IMPROVEMENT,A,7000,6.03,1,0.09,No,3,Default,7176,0,6.03,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
22,80000,RENT,4,PERSONAL,A,7000,7.51,0,0.09,No,2,Non Default,7177,0,7.51,4. 75k-100k,1. Under 25,4. 3-5yrs,1. 0-10%
23,80000,RENT,1,VENTURE,A,7000,7.14,0,0.09,No,2,Non Default,7178,0,7.14,4. 75k-100k,1. Under 25,3. 1-2 yrs,1. 0-10%
26,80400,RENT,6,VENTURE,B,7000,10.65,0,0.09,No,2,Non Default,7179,0,10.65,4. 75k-100k,2. 25-29,5. 6-9 yrs,1. 0-10%
23,52000,MORTGAGE,5,EDUCATION,B,12800,10.65,0,0.25,No,2,Non Default,7180,0,10.65,3. 50k-75k,1. Under 25,4. 3-5yrs,3. 20-30%
23,52000,OWN,7,EDUCATION,A,6000,,0,0.12,No,3,Non Default,7181,1,7.49,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
24,82000,RENT,8,EDUCATION,B,7000,10,0,0.09,No,4,Non Default,7182,0,10,4. 75k-100k,1. Under 25,5. 6-9 yrs,1. 0-10%
25,52000,MORTGAGE,8,HOME IMPROVEMENT,B,14500,10.65,0,0.28,No,4,Non Default,7183,0,10.65,3. 50k-75k,2. 25-29,5. 6-9 yrs,3. 20-30%
23,76000,RENT,0,PERSONAL,D,7000,14.96,1,0.09,No,4,Default,7184,0,14.96,4. 75k-100k,1. Under 25,2. Under 1 yrs,1. 0-10%
23,52000,MORTGAGE,7,EDUCATION,A,22000,7.51,0,0.42,No,2,Non Default,7185,0,7.51,3. 50k-75k,1. Under 25,5. 6-9 yrs,4. 30-40%
26,83000,RENT,6,MEDICAL,C,7000,13.49,0,0.08,Yes,3,Non Default,7186,0,13.49,4. 75k-100k,2. 25-29,5. 6-9 yrs,1. 0-10%
23,52000,MORTGAGE,7,EDUCATION,A,8400,8.9,0,0.16,No,2,Non Default,7187,0,8.9,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
21,52000,OWN,1,EDUCATION,B,13200,12.42,0,0.25,No,2,Non Default,7188,0,12.42,3. 50k-75k,1. Under 25,3. 1-2 yrs,3. 20-30%
26,52000,MORTGAGE,2,EDUCATION,A,6000,8.9,0,0.12,No,4,Non Default,7189,0,8.9,3. 50k-75k,2. 25-29,3. 1-2 yrs,2. 10-20%
26,52000,OWN,10,PERSONAL,A,10000,8.9,0,0.19,No,3,Non Default,7190,0,8.9,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
24,52000,MORTGAGE,9,VENTURE,B,11300,,0,0.22,No,3,Non Default,7191,1,10.99,3. 50k-75k,1. Under 25,5. 6-9 yrs,3. 20-30%
23,83236,RENT,6,EDUCATION,A,7000,6.92,0,0.08,No,2,Non Default,7192,0,6.92,4. 75k-100k,1. Under 25,5. 6-9 yrs,1. 0-10%
21,52000,MORTGAGE,5,DEBT CONSOLIDATION,A,5000,7.9,0,0.1,No,3,Non Default,7193,0,7.9,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
25,66300,RENT,3,MEDICAL,B,7000,9.25,1,0.09,No,3,Default,7194,0,9.25,3. 50k-75k,2. 25-29,4. 3-5yrs,1. 0-10%
21,52000,MORTGAGE,4,PERSONAL,D,2000,15.62,0,0.04,No,4,Non Default,7195,0,15.62,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
25,52000,MORTGAGE,8,EDUCATION,C,3900,,0,0.07,No,4,Non Default,7196,1,13.48,3. 50k-75k,2. 25-29,5. 6-9 yrs,1. 0-10%
21,52000,MORTGAGE,5,DEBT CONSOLIDATION,A,13250,5.99,0,0.25,No,2,Non Default,7197,0,5.99,3. 50k-75k,1. Under 25,4. 3-5yrs,3. 20-30%
26,52000,MORTGAGE,6,PERSONAL,B,3300,10.99,0,0.06,No,2,Non Default,7198,0,10.99,3. 50k-75k,2. 25-29,5. 6-9 yrs,1. 0-10%
26,85000,RENT,10,EDUCATION,B,7000,12.42,0,0.08,No,4,Non Default,7199,0,12.42,4. 75k-100k,2. 25-29,6. 10+,1. 0-10%
24,27311,RENT,1,MEDICAL,C,6250,12.87,0,0.23,Yes,4,Non Default,7200,0,12.87,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
25,52000,MORTGAGE,3,PERSONAL,A,6000,8.49,0,0.12,No,3,Non Default,7201,0,8.49,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
22,28500,RENT,2,HOME IMPROVEMENT,D,6250,14.84,1,0.22,No,4,Default,7202,0,14.84,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
24,29000,RENT,0,DEBT CONSOLIDATION,B,6250,10.99,0,0.22,No,2,Non Default,7203,0,10.99,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
22,29100,RENT,2,PERSONAL,D,6250,16.07,1,0.21,Yes,3,Default,7204,0,16.07,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
25,29120,RENT,1,VENTURE,C,6250,15.96,0,0.21,Yes,3,Non Default,7205,0,15.96,1. Under 30,2. 25-29,3. 1-2 yrs,3. 20-30%
26,46000,MORTGAGE,8,HOME IMPROVEMENT,B,7000,9.99,1,0.15,No,3,Default,7206,0,9.99,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
24,46000,MORTGAGE,,MEDICAL,D,10000,15.99,1,0.22,No,3,Default,7207,0,15.99,2. 30k-50k,1. Under 25,1. Unknown,3. 20-30%
25,46000,MORTGAGE,5,MEDICAL,B,6000,10.99,1,0.13,No,3,Default,7208,0,10.99,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
23,38400,RENT,3,DEBT CONSOLIDATION,A,6250,8.9,0,0.16,No,4,Non Default,7209,0,8.9,2. 30k-50k,1. Under 25,4. 3-5yrs,2. 10-20%
26,52000,OWN,10,VENTURE,A,8000,8.49,0,0.15,No,3,Non Default,7210,0,8.49,3. 50k-75k,2. 25-29,6. 10+,2. 10-20%
23,54000,RENT,3,DEBT CONSOLIDATION,A,6250,6.99,0,0.12,No,3,Non Default,7211,0,6.99,3. 50k-75k,1. Under 25,4. 3-5yrs,2. 10-20%
24,12624,RENT,,VENTURE,C,6300,13.85,1,0.5,No,3,Default,7212,0,13.85,1. Under 30,1. Under 25,1. Unknown,4. 30-40%
21,30000,RENT,2,DEBT CONSOLIDATION,B,6300,11.71,0,0.21,No,3,Non Default,7213,0,11.71,2. 30k-50k,1. Under 25,3. 1-2 yrs,3. 20-30%
24,90000,RENT,0,MEDICAL,C,7000,13.99,0,0.08,No,4,Non Default,7214,0,13.99,4. 75k-100k,1. Under 25,2. Under 1 yrs,1. 0-10%
22,90000,RENT,2,PERSONAL,B,7000,8.88,0,0.08,No,3,Non Default,7215,0,8.88,4. 75k-100k,1. Under 25,3. 1-2 yrs,1. 0-10%
24,46000,MORTGAGE,8,PERSONAL,C,29100,12.99,1,0.63,Yes,2,Default,7216,0,12.99,2. 30k-50k,1. Under 25,5. 6-9 yrs,4. 30-40%
22,52000,MORTGAGE,0,EDUCATION,C,20000,13.99,0,0.38,Yes,3,Non Default,7217,0,13.99,3. 50k-75k,1. Under 25,2. Under 1 yrs,4. 30-40%
22,52000,MORTGAGE,6,VENTURE,C,2650,12.99,0,0.05,Yes,3,Non Default,7218,0,12.99,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
25,90000,RENT,3,PERSONAL,C,7000,13.16,0,0.08,No,2,Non Default,7219,0,13.16,4. 75k-100k,2. 25-29,4. 3-5yrs,1. 0-10%
25,95000,RENT,1,DEBT CONSOLIDATION,A,7000,6.99,0,0.07,No,2,Non Default,7220,0,6.99,4. 75k-100k,2. 25-29,3. 1-2 yrs,1. 0-10%
22,70550,RENT,0,MEDICAL,E,7000,15.88,1,0.08,No,3,Default,7221,0,15.88,3. 50k-75k,1. Under 25,2. Under 1 yrs,1. 0-10%
24,96000,RENT,6,DEBT CONSOLIDATION,B,7000,9.91,0,0.07,No,2,Non Default,7222,0,9.91,4. 75k-100k,1. Under 25,5. 6-9 yrs,1. 0-10%
26,97000,RENT,2,DEBT CONSOLIDATION,A,7000,7.91,0,0.07,No,4,Non Default,7223,0,7.91,4. 75k-100k,2. 25-29,3. 1-2 yrs,1. 0-10%
26,99100,RENT,2,PERSONAL,A,7000,7.49,0,0.07,No,3,Non Default,7224,0,7.49,4. 75k-100k,2. 25-29,3. 1-2 yrs,1. 0-10%
26,100840,RENT,10,DEBT CONSOLIDATION,B,7000,9.99,0,0.07,No,3,Non Default,7225,0,9.99,5. 100k-150k,2. 25-29,6. 10+,1. 0-10%
24,52000,MORTGAGE,6,VENTURE,A,9000,5.79,0,0.17,No,2,Non Default,7226,0,5.79,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
22,105000,RENT,6,MEDICAL,A,7000,7.74,0,0.07,No,3,Non Default,7227,0,7.74,5. 100k-150k,1. Under 25,5. 6-9 yrs,1. 0-10%
24,110000,RENT,1,MEDICAL,A,7000,7.51,0,0.06,No,2,Non Default,7228,0,7.51,5. 100k-150k,1. Under 25,3. 1-2 yrs,1. 0-10%
24,52000,MORTGAGE,8,EDUCATION,A,3000,7.66,0,0.06,No,4,Non Default,7229,0,7.66,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
24,52000,MORTGAGE,8,HOME IMPROVEMENT,B,15000,10,0,0.29,No,2,Non Default,7230,0,10,3. 50k-75k,1. Under 25,5. 6-9 yrs,3. 20-30%
23,111000,RENT,7,EDUCATION,A,7000,8,0,0.06,No,3,Non Default,7231,0,8,5. 100k-150k,1. Under 25,5. 6-9 yrs,1. 0-10%
24,52000,MORTGAGE,8,MEDICAL,A,14500,7.29,0,0.28,No,4,Non Default,7232,0,7.29,3. 50k-75k,1. Under 25,5. 6-9 yrs,3. 20-30%
22,115200,RENT,0,DEBT CONSOLIDATION,A,7000,7.66,0,0.06,No,2,Non Default,7233,0,7.66,5. 100k-150k,1. Under 25,2. Under 1 yrs,1. 0-10%
25,52000,MORTGAGE,9,DEBT CONSOLIDATION,B,8500,10.74,0,0.16,No,3,Non Default,7234,0,10.74,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
22,52000,MORTGAGE,6,EDUCATION,C,9750,13.06,0,0.19,No,3,Non Default,7235,0,13.06,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
26,52000,OWN,10,EDUCATION,D,5000,15.65,0,0.1,Yes,4,Non Default,7236,0,15.65,3. 50k-75k,2. 25-29,6. 10+,1. 0-10%
24,118000,RENT,5,HOME IMPROVEMENT,A,7000,8.49,0,0.06,No,2,Non Default,7237,0,8.49,5. 100k-150k,1. Under 25,4. 3-5yrs,1. 0-10%
26,52000,MORTGAGE,7,VENTURE,B,6500,10.74,0,0.13,No,2,Non Default,7238,0,10.74,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
23,120000,RENT,1,PERSONAL,B,7000,10.75,0,0.06,No,2,Non Default,7239,0,10.75,5. 100k-150k,1. Under 25,3. 1-2 yrs,1. 0-10%
25,52000,MORTGAGE,7,MEDICAL,A,6000,7.66,0,0.12,No,2,Non Default,7240,0,7.66,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
25,52000,MORTGAGE,9,HOME IMPROVEMENT,A,24500,6.17,0,0.47,No,3,Non Default,7241,0,6.17,3. 50k-75k,2. 25-29,5. 6-9 yrs,4. 30-40%
26,150000,RENT,3,MEDICAL,B,7000,9.63,0,0.05,No,4,Non Default,7242,0,9.63,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
22,28000,RENT,0,EDUCATION,C,6975,12.29,0,0.25,No,4,Non Default,7243,0,12.29,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
26,52000,MORTGAGE,10,HOME IMPROVEMENT,B,10750,9.62,0,0.21,No,2,Non Default,7244,0,9.62,3. 50k-75k,2. 25-29,6. 10+,3. 20-30%
24,25000,RENT,0,MEDICAL,D,6950,14.42,1,0.28,Yes,3,Default,7245,0,14.42,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
23,30000,RENT,0,EDUCATION,C,6300,14.35,0,0.21,No,4,Non Default,7246,0,14.35,2. 30k-50k,1. Under 25,2. Under 1 yrs,3. 20-30%
24,52000,OWN,4,DEBT CONSOLIDATION,D,7000,14.09,0,0.13,Yes,4,Non Default,7247,0,14.09,3. 50k-75k,1. Under 25,4. 3-5yrs,2. 10-20%
22,30000,RENT,0,VENTURE,C,6300,13.22,0,0.21,Yes,3,Non Default,7248,0,13.22,2. 30k-50k,1. Under 25,2. Under 1 yrs,3. 20-30%
26,37000,RENT,10,PERSONAL,B,6300,10.99,0,0.17,No,3,Non Default,7249,0,10.99,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
21,42504,RENT,0,EDUCATION,A,6300,6.99,0,0.15,No,3,Non Default,7250,0,6.99,2. 30k-50k,1. Under 25,2. Under 1 yrs,2. 10-20%
24,46000,MORTGAGE,6,DEBT CONSOLIDATION,D,12000,14.83,1,0.26,Yes,3,Default,7251,0,14.83,2. 30k-50k,1. Under 25,5. 6-9 yrs,3. 20-30%
22,50724,RENT,7,EDUCATION,C,6300,15.96,0,0.12,Yes,4,Non Default,7252,0,15.96,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
24,52000,MORTGAGE,0,EDUCATION,C,1200,13.98,0,0.02,Yes,2,Non Default,7253,0,13.98,3. 50k-75k,1. Under 25,2. Under 1 yrs,1. 0-10%
24,46000,MORTGAGE,9,EDUCATION,A,12000,7.88,1,0.26,No,4,Default,7254,0,7.88,2. 30k-50k,1. Under 25,5. 6-9 yrs,3. 20-30%
25,52000,MORTGAGE,5,HOME IMPROVEMENT,A,12000,7.88,0,0.23,No,3,Non Default,7255,0,7.88,3. 50k-75k,2. 25-29,4. 3-5yrs,3. 20-30%
22,52000,MORTGAGE,5,VENTURE,C,3000,14.35,0,0.06,No,2,Non Default,7256,0,14.35,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
25,54503,RENT,9,EDUCATION,A,6300,7.51,0,0.12,No,2,Non Default,7257,0,7.51,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
24,58650,RENT,6,MEDICAL,D,6300,14.91,1,0.09,Yes,2,Default,7258,0,14.91,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
25,84000,RENT,5,VENTURE,A,6300,7.88,0,0.07,No,3,Non Default,7259,0,7.88,4. 75k-100k,2. 25-29,4. 3-5yrs,1. 0-10%
25,25000,RENT,3,MEDICAL,A,6325,8.9,0,0.25,No,4,Non Default,7260,0,8.9,1. Under 30,2. 25-29,4. 3-5yrs,3. 20-30%
26,55000,RENT,5,PERSONAL,B,6325,10.65,0,0.12,No,4,Non Default,7261,0,10.65,3. 50k-75k,2. 25-29,4. 3-5yrs,2. 10-20%
22,60200,RENT,2,DEBT CONSOLIDATION,A,6325,7.51,0,0.11,No,3,Non Default,7262,0,7.51,3. 50k-75k,1. Under 25,3. 1-2 yrs,2. 10-20%
23,74415,RENT,1,PERSONAL,D,6350,12.92,1,0.09,Yes,3,Default,7263,0,12.92,3. 50k-75k,1. Under 25,3. 1-2 yrs,1. 0-10%
26,32000,RENT,7,DEBT CONSOLIDATION,B,6375,10.74,0,0.2,No,2,Non Default,7264,0,10.74,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
25,44000,RENT,4,EDUCATION,A,6375,,0,0.14,No,2,Non Default,7265,1,7.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
23,52000,OWN,2,EDUCATION,B,6000,10.75,0,0.12,No,4,Non Default,7266,0,10.75,3. 50k-75k,1. Under 25,3. 1-2 yrs,2. 10-20%
24,52000,MORTGAGE,2,MEDICAL,A,4800,,0,0.09,No,2,Non Default,7267,1,7.49,3. 50k-75k,1. Under 25,3. 1-2 yrs,1. 0-10%
25,18000,RENT,2,MEDICAL,A,6500,,1,0.36,No,3,Default,7268,1,7.49,1. Under 30,2. 25-29,3. 1-2 yrs,4. 30-40%
22,20000,RENT,1,DEBT CONSOLIDATION,B,6500,10.99,1,0.33,No,2,Default,7269,0,10.99,1. Under 30,1. Under 25,3. 1-2 yrs,4. 30-40%
24,52000,MORTGAGE,8,EDUCATION,C,12000,13.85,0,0.23,Yes,4,Non Default,7270,0,13.85,3. 50k-75k,1. Under 25,5. 6-9 yrs,3. 20-30%
21,21000,RENT,6,EDUCATION,B,6500,11.89,1,0.31,No,4,Default,7271,0,11.89,1. Under 30,1. Under 25,5. 6-9 yrs,4. 30-40%
22,52000,MORTGAGE,2,MEDICAL,B,18000,9.88,0,0.35,No,4,Non Default,7272,0,9.88,3. 50k-75k,1. Under 25,3. 1-2 yrs,4. 30-40%
24,21600,RENT,,VENTURE,C,6500,14.79,1,0.3,Yes,4,Default,7273,0,14.79,1. Under 30,1. Under 25,1. Unknown,3. 20-30%
24,52000,MORTGAGE,7,MEDICAL,C,5000,14.22,0,0.1,No,2,Non Default,7274,0,14.22,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
26,52000,MORTGAGE,2,HOME IMPROVEMENT,B,10000,9.88,0,0.19,No,4,Non Default,7275,0,9.88,3. 50k-75k,2. 25-29,3. 1-2 yrs,2. 10-20%
26,52000,MORTGAGE,6,PERSONAL,A,6500,6.76,0,0.13,No,4,Non Default,7276,0,6.76,3. 50k-75k,2. 25-29,5. 6-9 yrs,2. 10-20%
24,52000,OWN,8,EDUCATION,B,4000,10.62,0,0.08,No,4,Non Default,7277,0,10.62,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
26,52000,MORTGAGE,3,HOME IMPROVEMENT,D,2500,14.59,0,0.05,No,4,Non Default,7278,0,14.59,3. 50k-75k,2. 25-29,4. 3-5yrs,1. 0-10%
24,24000,RENT,0,EDUCATION,B,6500,11.36,0,0.27,No,2,Non Default,7279,0,11.36,1. Under 30,1. Under 25,2. Under 1 yrs,3. 20-30%
22,52000,MORTGAGE,5,VENTURE,A,3900,7.51,0,0.07,No,3,Non Default,7280,0,7.51,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
24,52000,MORTGAGE,7,VENTURE,B,7800,11.36,0,0.15,No,3,Non Default,7281,0,11.36,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
24,52000,MORTGAGE,8,PERSONAL,B,5000,10.99,0,0.1,No,3,Non Default,7282,0,10.99,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
21,24000,RENT,1,VENTURE,B,6500,12.53,0,0.27,No,2,Non Default,7283,0,12.53,1. Under 30,1. Under 25,3. 1-2 yrs,3. 20-30%
26,25000,RENT,4,MEDICAL,D,6500,14.09,1,0.26,Yes,2,Default,7284,0,14.09,1. Under 30,2. 25-29,4. 3-5yrs,3. 20-30%
24,52000,MORTGAGE,3,VENTURE,A,3500,6.76,0,0.07,No,3,Non Default,7285,0,6.76,3. 50k-75k,1. Under 25,4. 3-5yrs,1. 0-10%
22,52000,MORTGAGE,0,EDUCATION,A,10000,7.88,0,0.19,No,3,Non Default,7286,0,7.88,3. 50k-75k,1. Under 25,2. Under 1 yrs,2. 10-20%
26,25596,RENT,0,MEDICAL,B,6500,9.99,0,0.25,No,4,Non Default,7287,0,9.99,1. Under 30,2. 25-29,2. Under 1 yrs,3. 20-30%
24,52000,MORTGAGE,8,VENTURE,B,8400,10.99,0,0.16,No,4,Non Default,7288,0,10.99,3. 50k-75k,1. Under 25,5. 6-9 yrs,2. 10-20%
25,46000,OWN,0,DEBT CONSOLIDATION,E,19750,16.7,1,0.43,Yes,4,Default,7289,0,16.7,2. 30k-50k,2. 25-29,2. Under 1 yrs,4. 30-40%
22,46000,MORTGAGE,0,MEDICAL,B,8000,12.53,1,0.17,No,3,Default,7290,0,12.53,2. 30k-50k,1. Under 25,2. Under 1 yrs,2. 10-20%
23,52000,OWN,1,PERSONAL,B,10000,11.14,0,0.19,No,2,Non Default,7291,0,11.14,3. 50k-75k,1. Under 25,3. 1-2 yrs,2. 10-20%
24,52000,OWN,8,PERSONAL,A,5000,7.4,0,0.1,No,2,Non Default,7292,0,7.4,3. 50k-75k,1. Under 25,5. 6-9 yrs,1. 0-10%
26,28000,RENT,7,MEDICAL,A,6500,7.51,0,0.23,No,3,Non Default,7293,0,7.51,1. Under 30,2. 25-29,5. 6-9 yrs,3. 20-30%
24,30000,RENT,0,VENTURE,B,6500,10.99,0,0.22,No,3,Non Default,7294,0,10.99,2. 30k-50k,1. Under 25,2. Under 1 yrs,3. 20-30%
22,30000,RENT,4,EDUCATION,C,6500,13.85,0,0.22,Yes,3,Non Default,7295,0,13.85,2. 30k-50k,1. Under 25,4. 3-5yrs,3. 20-30%
22,52000,MORTGAGE,0,DEBT CONSOLIDATION,A,3000,7.05,0,0.06,No,2,Non Default,7296,0,7.05,3. 50k-75k,1. Under 25,2. Under 1 yrs,1. 0-10%
